ngram,log_prob
xsv,-16.191986506000447
iqd,-16.192822277047842
jjm,-16.192822277047842
szr,-16.192822277047842
cjm,-16.193658747192806
gjb,-16.193658747192806
bmv,-16.195333789460502
evz,-16.195333789460502
hjb,-16.195333789460502
knl,-16.195333789460502
ljw,-16.195333789460502
xmb,-16.195333789460502
jbp,-16.19701164220312
pdk,-16.19701164220312
rcq,-16.197851625452845
ijg,-16.198692314867635
xkg,-16.198692314867635
dqd,-16.19953371163583
vkh,-16.19953371163583
bnv,-16.201218632000746
bvb,-16.201218632000746
kfs,-16.201218632000746
lhn,-16.202906396114468
uzp,-16.202906396114468
xvt,-16.202906396114468
ymx,-16.202906396114468
yyn,-16.202906396114468
dtz,-16.20375134758003
lxv,-16.20375134758003
xcf,-16.20375134758003
xrh,-16.204597013592377
kpb,-16.20544339536106
qpi,-16.20544339536106
jjr,-16.20629049409871
pcj,-16.20629049409871
pgv,-16.20629049409871
vpv,-16.20629049409871
yvd,-16.207138311021048
gvb,-16.208836104298143
bvm,-16.211388211170377
mqw,-16.21309324142146
fnj,-16.214801183766617
jmr,-16.21565625008635
jmw,-16.216512048170244
mhv,-16.217368579271863
rzg,-16.217368579271863
suq,-16.217368579271863
vlg,-16.217368579271863
gxy,-16.219083845558618
nwk,-16.219083845558618
cxb,-16.219942583267034
lxf,-16.220802059039755
nqd,-16.220802059039755
gxw,-16.221662274146563
svk,-16.221662274146563
gwf,-16.222523229860528
wtn,-16.222523229860528
lrk,-16.223384927458007
rqb,-16.223384927458007
vgm,-16.223384927458007
vhp,-16.223384927458007
wky,-16.223384927458007
pdx,-16.224247368218666
xdt,-16.22511055342548
yhf,-16.22597448436474
lqc,-16.226839162326094
rhq,-16.226839162326094
pdj,-16.227704588602524
uhv,-16.227704588602524
vbn,-16.227704588602524
cpq,-16.23030537030258
kwl,-16.23030537030258
wvr,-16.23030537030258
xbs,-16.23030537030258
xcd,-16.23030537030258
xze,-16.231173802836537
kwd,-16.232912933709663
mzt,-16.232912933709663
xiy,-16.232912933709663
zmn,-16.232912933709663
gvn,-16.233783634678908
jcw,-16.233783634678908
bxc,-16.234655094429048
flk,-16.237274039618676
mzs,-16.237274039618676
btj,-16.238148547763608
qmt,-16.239023821342464
kwf,-16.239899861696344
xvp,-16.239899861696344
hqh,-16.24077667016988
vtf,-16.24077667016988
wbw,-16.24253259687214
cjw,-16.24341171780788
ttq,-16.24341171780788
xuk,-16.24341171780788
cqi,-16.244291612277323
gwl,-16.244291612277323
hxh,-16.244291612277323
bqb,-16.245172281642915
uxx,-16.245172281642915
plk,-16.24605372727072
qct,-16.24605372727072
bpn,-16.246935950530414
sdz,-16.246935950530414
skz,-16.246935950530414
wxr,-16.246935950530414
yvh,-16.246935950530414
qcc,-16.247818952795292
uhg,-16.247818952795292
czp,-16.248702735442297
fbj,-16.248702735442297
xoh,-16.248702735442297
fmj,-16.24958729985203
lzn,-16.24958729985203
vvm,-16.24958729985203
lrj,-16.250472647408756
bmn,-16.251358779500414
iwt,-16.251358779500414
mjn,-16.251358779500414
szd,-16.253133402858783
pxv,-16.254021896919898
rhj,-16.254021896919898
hcz,-16.25491118110478
lhg,-16.25491118110478
gxf,-16.255801256819975
pxb,-16.255801256819975
fwl,-16.25847624726928
qup,-16.25847624726928
brk,-16.260263557843373
jpn,-16.260263557843373
zgh,-16.260263557843373
czh,-16.261158412489216
bnz,-16.26205406861716
jmd,-16.26205406861716
uyq,-16.26205406861716
gvg,-16.2629505276642
szb,-16.2629505276642
whv,-16.2629505276642
xvc,-16.2629505276642
jlt,-16.264745860282872
qqq,-16.264745860282872
ucz,-16.264745860282872
xdb,-16.264745860282872
kkg,-16.26564473674789
lgv,-16.26564473674789
mjg,-16.266544421918788
uzf,-16.266544421918788
vtn,-16.266544421918788
xmw,-16.266544421918788
kjp,-16.26744491725204
rzk,-16.26744491725204
vji,-16.26744491725204
ziq,-16.268346224208052
ciy,-16.271055029476138
vnl,-16.271055029476138
zrt,-16.271055029476138
czc,-16.271959597606568
rqd,-16.271959597606568
gjh,-16.273771192304917
kvr,-16.273771192304917
mwn,-16.273771192304917
rwk,-16.273771192304917
dhj,-16.27467822184556
jbt,-16.27467822184556
xlf,-16.27467822184556
vkr,-16.27558607483574
czm,-16.276494752771956
wuz,-16.276494752771956
xxu,-16.276494752771956
qou,-16.2774042571548
gux,-16.278314589488943
sgj,-16.280137744050457
wpn,-16.280137744050457
fjd,-16.281050569307816
hjt,-16.281050569307816
nqe,-16.281050569307816
pgx,-16.281050569307816
eqv,-16.28196422857649
gwg,-16.28196422857649
hvn,-16.28196422857649
vlb,-16.28196422857649
rpx,-16.28287872338188
vhr,-16.28287872338188
kbn,-16.28379405525357
mxg,-16.28379405525357
wxy,-16.28379405525357
fkv,-16.284710225725348
lvg,-16.284710225725348
zms,-16.284710225725348
mjk,-16.28562723633523
qlu,-16.28746378414253
gwd,-16.28838332443721
bqw,-16.289303711064537
cxd,-16.289303711064537
whk,-16.289303711064537
rrx,-16.29022494558386
jng,-16.29114702955883
vhc,-16.29114702955883
cgv,-16.292069964557427
gvd,-16.292069964557427
vkn,-16.292069964557427
bwf,-16.29391839391921
hqo,-16.29391839391921
wnx,-16.29391839391921
uzk,-16.294843891440152
vza,-16.294843891440152
kkd,-16.295770246300286
vll,-16.296697460089476
wgn,-16.296697460089476
cwg,-16.29762553440203
qtl,-16.29762553440203
hpj,-16.298554470836688
xpv,-16.298554470836688
bbj,-16.30041493648961
fhk,-16.30041493648961
gcz,-16.30041493648961
prx,-16.30041493648961
xji,-16.30041493648961
fjm,-16.30134646892772
hxy,-16.30134646892772
yxg,-16.302278869927672
rvk,-16.30321214111067
vuh,-16.30321214111067
knh,-16.304146284102465
klh,-16.305081300533374
tlx,-16.305081300533374
ufk,-16.305081300533374
vkl,-16.305081300533374
dqo,-16.30601719203828
zmy,-16.30601719203828
fuq,-16.306953960256664
fvn,-16.306953960256664
wbf,-16.306953960256664
ywd,-16.306953960256664
ztl,-16.306953960256664
qaq,-16.30789160683263
vmv,-16.30789160683263
gbj,-16.308830133414894
kpg,-16.308830133414894
phz,-16.308830133414894
qlr,-16.308830133414894
wgy,-16.308830133414894
hsz,-16.309769541656827
tfj,-16.309769541656827
ydx,-16.309769541656827
qaz,-16.31070983321647
jdd,-16.311651009756535
nvk,-16.311651009756535
pxe,-16.311651009756535
qmu,-16.311651009756535
xxg,-16.311651009756535
yzp,-16.311651009756535
zts,-16.311651009756535
mql,-16.312593072944438
tmq,-16.312593072944438
cjh,-16.315424599140172
jkc,-16.316370225688182
ufn,-16.31826416564825
zuv,-16.31826416564825
cwu,-16.31921248245711
jye,-16.31921248245711
wbg,-16.31921248245711
brv,-16.320161699424443
ggk,-16.320161699424443
lfz,-16.321111818260764
pbj,-16.32301476840685
tfv,-16.32301476840685
ytj,-16.32301476840685
vws,-16.32396760316212
jcd,-16.32492134667743
lvv,-16.32492134667743
wxt,-16.32587600068788
wyz,-16.32587600068788
jpb,-16.32683156693355
ijw,-16.32778804715951
pcx,-16.32778804715951
xhp,-16.32778804715951
jgl,-16.328745443115835
nqp,-16.329703756557645
klf,-16.330662989245106
kwk,-16.33162314294345
klg,-16.33354622045919
uyz,-16.33354622045919
wpv,-16.334509147832584
qcd,-16.335473003328893
vcg,-16.335473003328893
fuu,-16.33643778873899
jfu,-16.33643778873899
hxf,-16.33740350585895
ywl,-16.33740350585895
ggj,-16.338370156490043
kzn,-16.338370156490043
rwx,-16.338370156490043
wrv,-16.34030626551691
lzf,-16.341275727541458
pqs,-16.341275727541458
bhv,-16.342246130334736
bqo,-16.342246130334736
dxn,-16.342246130334736
iuq,-16.34321747572437
qgo,-16.34321747572437
xdh,-16.34321747572437
xsx,-16.34418976554331
pxl,-16.34516300162986
azj,-16.346137185827704
tzz,-16.346137185827704
wfb,-16.346137185827704
hwf,-16.34711231998591
jkm,-16.34711231998591
ovz,-16.34711231998591
qga,-16.34711231998591
yyc,-16.34711231998591
fpx,-16.348088405958965
lzp,-16.348088405958965
bvw,-16.349065445606794
hvw,-16.349065445606794
npx,-16.349065445606794
wcv,-16.349065445606794
cqr,-16.351022393393755
dyx,-16.351022393393755
spz,-16.351022393393755
vcn,-16.352002305280102
zks,-16.352002305280102
fxg,-16.352983178335695
ykv,-16.352983178335695
zmh,-16.352983178335695
zzn,-16.352983178335695
jlm,-16.35396501444795
kkf,-16.35494781550986
ikz,-16.35593158341999
cqt,-16.356916320082533
voq,-16.356916320082533
xgm,-16.35790202740729
fcx,-16.358888707309735
wyv,-16.360864992537948
jhl,-16.361854601723113
oqc,-16.361854601723113
pqi,-16.361854601723113
qmc,-16.361854601723113
wqa,-16.361854601723113
xpy,-16.361854601723113
ljn,-16.362845191204812
xpg,-16.362845191204812
ujh,-16.363836762927104
fsz,-16.365822860898735
bwb,-16.366817391065243
ozv,-16.366817391065243
yqt,-16.366817391065243
ktx,-16.367812911306743
mqm,-16.367812911306743
nvq,-16.367812911306743
bfh,-16.36880942359648
drq,-16.36880942359648
xpn,-16.36880942359648
zoj,-16.36880942359648
kmv,-16.369806929913608
grj,-16.3708054322432
mtz,-16.3708054322432
twv,-16.3708054322432
gdx,-16.371804932576282
zkn,-16.371804932576282
kjl,-16.372805432909864
ktk,-16.372805432909864
rhz,-16.372805432909864
gqh,-16.373806935246954
wrx,-16.374809441596582
ywf,-16.374809441596582
dqv,-16.377823004901845
rjv,-16.377823004901845
dqb,-16.378829547513245
hzn,-16.378829547513245
glk,-16.379837104273548
ojg,-16.379837104273548
xwc,-16.379837104273548
znt,-16.379837104273548
cqb,-16.38084567722843
gkd,-16.38084567722843
hcj,-16.38084567722843
iwg,-16.38084567722843
jpd,-16.38084567722843
fjl,-16.38185526842978
ogx,-16.38185526842978
cjb,-16.382865879935707
vnm,-16.382865879935707
kvk,-16.38387751381055
tbx,-16.38387751381055
yqs,-16.38387751381055
bkb,-16.384890172124937
pxd,-16.384890172124937
qll,-16.384890172124937
xbb,-16.384890172124937
mzw,-16.385903856955785
gjt,-16.386918570386328
npq,-16.386918570386328
vht,-16.386918570386328
plj,-16.387934314506165
fqr,-16.38895109141125
xmd,-16.38895109141125
qqi,-16.389968903203954
yjg,-16.389968903203954
fqt,-16.390987751993055
wvt,-16.390987751993055
xfc,-16.390987751993055
vxi,-16.3920076398938
xld,-16.3920076398938
dwk,-16.39302856902791
jtc,-16.3940505415236
kix,-16.395073559515637
sqq,-16.395073559515637
vbb,-16.395073559515637
mxy,-16.398148907915882
uiq,-16.399176129372414
bgg,-16.40020440709798
fjf,-16.40020440709798
gmx,-16.401233743267092
zku,-16.401233743267092
jmh,-16.40226414006099
jsg,-16.40226414006099
rqe,-16.40226414006099
grk,-16.40329559966765
ogz,-16.40329559966765
yzm,-16.40329559966765
kjk,-16.404328124281843
qei,-16.404328124281843
fqs,-16.405361716105126
hwn,-16.405361716105126
jkn,-16.405361716105126
wjs,-16.405361716105126
jpf,-16.4063963773459
pxh,-16.4063963773459
dzb,-16.407432110219432
hxo,-16.407432110219432
qsn,-16.407432110219432
wvw,-16.407432110219432
iwp,-16.408468916947875
kyz,-16.408468916947875
tnx,-16.408468916947875
vnr,-16.408468916947875
ybv,-16.408468916947875
bwm,-16.409506799760294
fdk,-16.409506799760294
hvg,-16.410545760892713
lwf,-16.410545760892713
xaq,-16.410545760892713
znu,-16.410545760892713
hbk,-16.411585802588128
gvf,-16.41366913667498
vks,-16.41471243358756
pjt,-16.415756820105464
pqc,-16.415756820105464
vgn,-16.41680229850702
kdv,-16.418896540110133
jjb,-16.419945307904218
wcz,-16.419945307904218
bxt,-16.420995176767054
khj,-16.422046149013028
lzl,-16.42309822696383
pjh,-16.42309822696383
yhk,-16.42309822696383
nwj,-16.4252057093034
hpx,-16.42731764250654
jkw,-16.42731764250654
bzu,-16.428375284064675
jwr,-16.428375284064675
yzb,-16.428375284064675
dlx,-16.42943404541292
hwl,-16.42943404541292
qik,-16.42943404541292
ogq,-16.43049392892496
kfp,-16.431554936982057
rqp,-16.431554936982057
vny,-16.431554936982057
wlk,-16.431554936982057
bkl,-16.43261707197304
jkg,-16.43368033629437
oqo,-16.43368033629437
vlk,-16.434744732350154
zmc,-16.435810262552195
dzd,-16.436876929319997
mbq,-16.436876929319997
gjd,-16.437944735080826
jlb,-16.437944735080826
wxa,-16.437944735080826
jsv,-16.43901368226973
vgh,-16.43901368226973
djy,-16.440083773329576
gjl,-16.440083773329576
dql,-16.441155010711075
vlv,-16.442227396872827
xmf,-16.443300934281353
qpu,-16.44437562541112
hfg,-16.44545147274458
jjj,-16.44545147274458
kfd,-16.44545147274458
qtc,-16.44545147274458
uuf,-16.44545147274458
ufv,-16.447606645992565
fvh,-16.448685976912238
hqp,-16.448685976912238
kfm,-16.448685976912238
kjb,-16.448685976912238
kqa,-16.448685976912238
qge,-16.448685976912238
vgw,-16.448685976912238
kxx,-16.449766474045994
zty,-16.449766474045994
klw,-16.450848139916737
bkt,-16.451930977055568
fvd,-16.451930977055568
kdk,-16.451930977055568
kvl,-16.451930977055568
fxu,-16.453014988001826
jtt,-16.453014988001826
krv,-16.453014988001826
mvg,-16.453014988001826
twk,-16.453014988001826
ujt,-16.453014988001826
yvw,-16.453014988001826
tkj,-16.45518654151533
dqe,-16.456274089202733
wmn,-16.456274089202733
ixz,-16.457362820937927
jtm,-16.457362820937927
uvg,-16.457362820937927
flx,-16.458452739301954
qdu,-16.458452739301954
wjr,-16.459543846884287
fvw,-16.460636146282898
hvv,-16.460636146282898
qln,-16.460636146282898
bwd,-16.46172964010427
jml,-16.46172964010427
klk,-16.46172964010427
yhz,-16.46172964010427
kxs,-16.463920221484088
tgk,-16.463920221484088
viq,-16.463920221484088
klv,-16.46501731429846
oqr,-16.46501731429846
bvh,-16.466115612047524
xns,-16.466115612047524
hqb,-16.46721511738094
jfc,-16.46721511738094
pbk,-16.468315832957124
xmh,-16.468315832957124
xok,-16.468315832957124
mkk,-16.47052090551544
vmg,-16.47052090551544
bjd,-16.471625267858492
lxy,-16.471625267858492
gvv,-16.472730851166244
hbj,-16.472730851166244
bqr,-16.473837658141434
dbq,-16.473837658141434
jbw,-16.473837658141434
kxt,-16.473837658141434
pwb,-16.473837658141434
pwn,-16.473837658141434
vlm,-16.473837658141434
tuq,-16.474945691495794
ccx,-16.476054953950083
fvb,-16.476054953950083
jbm,-16.476054953950083
lzr,-16.476054953950083
jtw,-16.4782771770868
szf,-16.4782771770868
dzk,-16.479390143256218
udq,-16.479390143256218
dzm,-16.480504349499622
jjd,-16.480504349499622
whg,-16.480504349499622
wlx,-16.480504349499622
jby,-16.481619798583488
gwn,-16.482736493283564
pgj,-16.482736493283564
xoe,-16.482736493283564
vwb,-16.48497363068192
vfm,-16.48609407897841
bqm,-16.48721578408761
crk,-16.48721578408761
avz,-16.488338748832234
kmj,-16.488338748832234
ojv,-16.488338748832234
zlt,-16.488338748832234
zjr,-16.489462976044514
dzf,-16.490588468566248
dzp,-16.49171522924884
eqg,-16.49171522924884
zsg,-16.49171522924884
aqk,-16.492843260953336
ujn,-16.492843260953336
xrm,-16.492843260953336
bdj,-16.49397256655049
jdg,-16.49397256655049
jdl,-16.49397256655049
mwv,-16.49397256655049
hfy,-16.495103148920776
hsx,-16.495103148920776
plx,-16.495103148920776
ppz,-16.495103148920776
pxo,-16.495103148920776
rqf,-16.495103148920776
ywn,-16.495103148920776
fmx,-16.496235010954457
vgd,-16.496235010954457
xdn,-16.496235010954457
uue,-16.497368155551627
zix,-16.497368155551627
pnk,-16.49850258562224
gqc,-16.49963830408617
lqs,-16.49963830408617
rjy,-16.49963830408617
tdz,-16.5019136179233
vvd,-16.5019136179233
vvp,-16.5019136179233
wjc,-16.5019136179233
znc,-16.5019136179233
quc,-16.503053219186235
fjn,-16.504194120622028
mhx,-16.505336325200805
gxg,-16.506479835902883
qel,-16.506479835902883
mwk,-16.507624655718818
sxk,-16.507624655718818
cbv,-16.50877078764944
lqt,-16.50877078764944
oxq,-16.509918234705914
vmn,-16.509918234705914
jnf,-16.51106699990979
lwk,-16.51106699990979
rqm,-16.51106699990979
zmm,-16.51106699990979
cnj,-16.512217086293028
ekx,-16.512217086293028
juo,-16.512217086293028
ybk,-16.512217086293028
dpx,-16.513368496898067
fjt,-16.513368496898067
kjt,-16.513368496898067
nqv,-16.513368496898067
qtu,-16.513368496898067
vnh,-16.513368496898067
hqd,-16.514521234777877
lzd,-16.514521234777877
kwg,-16.515675302995984
qev,-16.515675302995984
qve,-16.51683070462654
cuj,-16.519145520474993
mzy,-16.519145520474993
vbd,-16.519145520474993
xiz,-16.519145520474993
kxc,-16.520304940894725
cvk,-16.521465707130687
mxu,-16.521465707130687
bvn,-16.523791289574163
jnk,-16.523791289574163
kcg,-16.523791289574163
lcx,-16.523791289574163
tjv,-16.523791289574163
hqf,-16.524956112070456
qop,-16.524956112070456
yzd,-16.524956112070456
eqq,-16.52612229296064
hjw,-16.52612229296064
mjj,-16.52612229296064
xdd,-16.527289835416678
xzi,-16.527289835416678
axz,-16.52845874262166
kxp,-16.52845874262166
cqw,-16.52962901776985
fsx,-16.52962901776985
qom,-16.52962901776985
jmg,-16.53080066406674
cxw,-16.531973684729103
hmx,-16.533148082985043
lnz,-16.533148082985043
uzg,-16.533148082985043
hkv,-16.534323862074057
oqb,-16.534323862074057
fgv,-16.535501025247072
kvf,-16.535501025247072
yyv,-16.535501025247072
qbc,-16.537859516906366
yqr,-16.537859516906366
mzn,-16.539040851952194
qds,-16.539040851952194
vcj,-16.539040851952194
wrk,-16.539040851952194
gxh,-16.540223584201243
kpw,-16.540223584201243
xng,-16.540223584201243
bwl,-16.54140771696246
wjp,-16.54140771696246
gbk,-16.542593253556564
pwg,-16.542593253556564
rlq,-16.542593253556564
wkv,-16.542593253556564
wxb,-16.542593253556564
ujs,-16.543780197316092
vdy,-16.543780197316092
xhw,-16.543780197316092
dzr,-16.54496855158547
awx,-16.547349505091212
kjc,-16.547349505091212
lhk,-16.547349505091212
qcp,-16.547349505091212
vlf,-16.547349505091212
bjb,-16.548542111076337
dzl,-16.548542111076337
ugx,-16.548542111076337
ggq,-16.549736141068944
vuw,-16.549736141068944
avx,-16.550931598473717
wuv,-16.550931598473717
qer,-16.552128486707563
qml,-16.552128486707563
gcx,-16.55332680919967
jnb,-16.55332680919967
tvx,-16.55332680919967
wxp,-16.55332680919967
xcx,-16.55332680919967
juy,-16.554526569391577
uuw,-16.554526569391577
clx,-16.55572777073721
dgj,-16.55572777073721
xdf,-16.55572777073721
kjh,-16.55693041670297
kpv,-16.55693041670297
vwt,-16.55693041670297
dqg,-16.558134510767776
fqd,-16.558134510767776
jnh,-16.558134510767776
lqh,-16.558134510767776
vlr,-16.558134510767776
gdk,-16.56054705717316
skx,-16.56054705717316
wjb,-16.56054705717316
kxm,-16.561755516534728
jhy,-16.56296543803744
nhx,-16.56417682522374
xkr,-16.56417682522374
pjb,-16.565389681648945
gzs,-16.56660401088135
xcv,-16.56660401088135
zuu,-16.56660401088135
cfk,-16.56781981650224
igx,-16.56781981650224
knk,-16.56781981650224
jvp,-16.57025587130012
vze,-16.57025587130012
wzh,-16.57025587130012
vfb,-16.57147612770535
xhr,-16.57147612770535
qcu,-16.572697874955672
zuy,-16.572697874955672
gck,-16.573921116698415
jlr,-16.573921116698415
kzh,-16.573921116698415
oqh,-16.573921116698415
sjy,-16.573921116698415
xbc,-16.573921116698415
zls,-16.573921116698415
zrs,-16.57514585659431
wvm,-16.576372098317556
dbx,-16.57759984555588
gxd,-16.57759984555588
vuz,-16.57882910201061
sdq,-16.58005987139674
vlj,-16.58005987139674
dhq,-16.581292157443006
ozj,-16.581292157443006
xgt,-16.581292157443006
yzn,-16.581292157443006
bxm,-16.582525963891936
qbt,-16.582525963891936
dqm,-16.58376129449993
fjk,-16.58376129449993
vwd,-16.58376129449993
bsx,-16.584998153037326
gkv,-16.584998153037326
jkb,-16.584998153037326
bjf,-16.58623654328847
bkm,-16.58623654328847
hkk,-16.58623654328847
kfb,-16.58623654328847
qlh,-16.58623654328847
vub,-16.58623654328847
cdx,-16.58747646905179
fjb,-16.58747646905179
fxn,-16.58747646905179
vxa,-16.58747646905179
cwn,-16.588717934139854
gfy,-16.588717934139854
gnx,-16.588717934139854
ljg,-16.588717934139854
fpj,-16.589960942379452
nnq,-16.589960942379452
ucv,-16.589960942379452
ljj,-16.591205497611657
nzx,-16.591205497611657
pgk,-16.591205497611657
ywg,-16.591205497611657
hvf,-16.592451603691906
vbm,-16.592451603691906
zkp,-16.592451603691906
hjk,-16.59369926449006
wxw,-16.59494848389049
ihv,-16.59745161410861
qmy,-16.59745161410861
bxp,-16.598705532768204
pqw,-16.598705532768204
yzl,-16.598705532768204
uvy,-16.599961025714038
vuv,-16.599961025714038
fvv,-16.601218096904088
mcx,-16.601218096904088
gkf,-16.602476750311283
nwx,-16.603736989923572
dqp,-16.604998819743994
gjw,-16.604998819743994
lwg,-16.604998819743994
yfg,-16.60752726609735
dzg,-16.608793890712544
euq,-16.608793890712544
quw,-16.608793890712544
szg,-16.608793890712544
pjl,-16.61006212170054
vgb,-16.61006212170054
rpq,-16.611331963141016
vhz,-16.611331963141016
zvs,-16.611331963141016
dfq,-16.61260341912921
lzk,-16.61260341912921
yyw,-16.61387649377601
cjl,-16.616427515567615
fgk,-16.616427515567615
fkk,-16.616427515567615
hzv,-16.616427515567615
qbl,-16.616427515567615
srz,-16.616427515567615
ujc,-16.616427515567615
xfx,-16.616427515567615
xrn,-16.616427515567615
jmf,-16.617705471013107
rbz,-16.62026629187478
rvj,-16.62026629187478
uwl,-16.62026629187478
wgg,-16.62026629187478
xdw,-16.62026629187478
lzg,-16.62154916568767
xrw,-16.62154916568767
zsv,-16.62154916568767
jvw,-16.622833687380027
mpz,-16.62411986119077
jjg,-16.6254076913752
dnx,-16.62669718220507
iwf,-16.62669718220507
mqc,-16.62798833796869
mqs,-16.62798833796869
pbv,-16.62798833796869
pjw,-16.62798833796869
bkw,-16.629281162970997
lrq,-16.629281162970997
gcj,-16.63057566153364
jbb,-16.63057566153364
ytz,-16.63057566153364
zhw,-16.63057566153364
qps,-16.63187183799509
rxk,-16.63187183799509
xbp,-16.63187183799509
xlh,-16.633169696710688
yyb,-16.633169696710688
jcf,-16.634469242052774
jld,-16.634469242052774
lqr,-16.634469242052774
vuf,-16.634469242052774
qmp,-16.63577047841075
qmr,-16.63577047841075
zyz,-16.63577047841075
dgx,-16.637073410191164
ydz,-16.637073410191164
ygk,-16.637073410191164
nzz,-16.638378041817827
fjw,-16.639684377731882
bql,-16.640992422391896
znd,-16.640992422391896
cxu,-16.642302180273962
kfw,-16.642302180273962
ijz,-16.64361365587177
kvh,-16.64361365587177
sbx,-16.64361365587177
cwy,-16.64492685369673
rxj,-16.64492685369673
crj,-16.64755843416279
fxv,-16.64755843416279
xek,-16.64755843416279
xlg,-16.64755843416279
xvm,-16.64755843416279
gqs,-16.648876825916048
ibx,-16.648876825916048
jnj,-16.648876825916048
wiq,-16.648876825916048
uwg,-16.651518835378887
wdk,-16.651518835378887
bkp,-16.652842462309394
jjf,-16.652842462309394
kbk,-16.652842462309394
oql,-16.652842462309394
vnf,-16.652842462309394
qjo,-16.65416784355046
zdf,-16.65416784355046
bqe,-16.655494983758526
cbk,-16.655494983758526
gqe,-16.655494983758526
pjd,-16.655494983758526
pmq,-16.655494983758526
nrz,-16.656823887608578
nxk,-16.658154559794284
vcy,-16.658154559794284
hcq,-16.659487005028062
jsj,-16.659487005028062
rgx,-16.659487005028062
vvr,-16.659487005028062
juf,-16.6608212280412
rzz,-16.6608212280412
dpq,-16.66215723358394
jzh,-16.66215723358394
vnw,-16.66215723358394
mmq,-16.6634950264256
vxx,-16.6634950264256
xuy,-16.6634950264256
jty,-16.664834611354657
qrp,-16.664834611354657
zzv,-16.664834611354657
cbj,-16.66617599317886
xyj,-16.66617599317886
hfx,-16.66886416684066
txk,-16.66886416684066
vuu,-16.66886416684066
jny,-16.671559586262333
mgz,-16.671559586262333
jcv,-16.672910025360203
yvg,-16.672910025360203
pwl,-16.674262290610216
zdc,-16.674262290610216
fwg,-16.675616386957948
vdg,-16.675616386957948
dwj,-16.67697231936908
bjm,-16.67833009282954
wwq,-16.67833009282954
yvv,-16.67833009282954
jhp,-16.67968971234558
lzy,-16.67968971234558
oxz,-16.67968971234558
tjy,-16.67968971234558
wlj,-16.67968971234558
ohq,-16.681051182943904
phx,-16.681051182943904
uhj,-16.681051182943904
vmk,-16.681051182943904
xuh,-16.681051182943904
hkj,-16.683779697597107
pyz,-16.68514675180864
vvl,-16.68514675180864
jza,-16.686515677415983
rwv,-16.686515677415983
wbn,-16.686515677415983
qtd,-16.68788647954976
yqd,-16.68788647954976
zzk,-16.68788647954976
qcm,-16.689259163361733
vwc,-16.689259163361733
xfs,-16.689259163361733
bmk,-16.6906337340249
lzq,-16.6906337340249
oqp,-16.6906337340249
hhk,-16.692010196733623
jkp,-16.693388556703745
kck,-16.6947688191727
vgv,-16.6947688191727
jft,-16.696150989399655
uoq,-16.696150989399655
czd,-16.697535072665595
svx,-16.697535072665595
tqn,-16.697535072665595
vxt,-16.69892107427347
xnd,-16.69892107427347
qtp,-16.70030899954832
vnb,-16.70030899954832
iqn,-16.70169885383737
jhm,-16.70169885383737
mxv,-16.70169885383737
gwv,-16.703090642510194
uwd,-16.7044843709588
vwp,-16.7044843709588
jnw,-16.705880044597773
vpk,-16.705880044597773
xnm,-16.705880044597773
pqq,-16.708677249218834
uqs,-16.708677249218834
vtg,-16.708677249218834
wfn,-16.708677249218834
fzn,-16.710078791144124
hjj,-16.710078791144124
jgs,-16.710078791144124
qeq,-16.711482300146443
frq,-16.712887781755178
juz,-16.712887781755178
yyp,-16.712887781755178
jwc,-16.714295241523057
nmq,-16.714295241523057
pmx,-16.714295241523057
bkf,-16.7171161178647
jlg,-16.7171161178647
qru,-16.7171161178647
ezx,-16.718529545661845
vbw,-16.718529545661845
xza,-16.718529545661845
fvg,-16.71994497406518
jtf,-16.71994497406518
vnn,-16.71994497406518
vnv,-16.71994497406518
yhq,-16.72136240874615
czb,-16.722781855400378
mgx,-16.722781855400378
xux,-16.722781855400378
fbk,-16.724203319747755
cfx,-16.725626807532606
cjf,-16.725626807532606
kdg,-16.725626807532606
kjd,-16.725626807532606
uxq,-16.725626807532606
uzv,-16.725626807532606
wjm,-16.725626807532606
zds,-16.72705232452383
zkl,-16.72705232452383
jnm,-16.728479876515014
oqm,-16.728479876515014
ynq,-16.728479876515014
bpv,-16.72990946932461
vzv,-16.72990946932461
dvk,-16.731341108796045
xku,-16.731341108796045
flq,-16.732774800797895
mmz,-16.732774800797895
aqy,-16.734210551224
bzh,-16.734210551224
xuv,-16.734210551224
ajz,-16.735648365993626
iwn,-16.735648365993626
yyh,-16.735648365993626
jkd,-16.737088251051613
lwv,-16.737088251051613
mfv,-16.737088251051613
frx,-16.73997425594075
qdn,-16.73997425594075
znp,-16.73997425594075
jfm,-16.741420387790747
pwu,-16.742868613967115
qep,-16.742868613967115
xkb,-16.742868613967115
gqb,-16.74431894054476
jck,-16.74431894054476
xdl,-16.745771373625075
pfv,-16.74722591933607
qfu,-16.74722591933607
wjd,-16.74722591933607
xfm,-16.74722591933607
lpx,-16.750141373296195
wjf,-16.750141373296195
yyf,-16.750141373296195
pxy,-16.751602293935868
yxn,-16.751602293935868
kcj,-16.75306535198763
qiq,-16.75306535198763
vzi,-16.75306535198763
wvd,-16.75306535198763
xvr,-16.75306535198763
xvu,-16.75306535198763
foq,-16.754530553714957
jhb,-16.754530553714957
fqh,-16.755997905408908
fvy,-16.755997905408908
lrx,-16.755997905408908
xww,-16.755997905408908
jcn,-16.757467413388266
qja,-16.757467413388266
wfg,-16.757467413388266
